"Image","Label1","Label2","Label3","Llama 8B","Llama 36B","Vicuna 8B"
"2023:02","Label1_value3","Label2_value2","Label3_value1","97.2464","97.4160","90.4487"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.1909","97.4330","91.2123"
"2023:06","Label1_value1","Label2_value1","Label3_value2","97.1595","97.4245","90.8390"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.2393","97.4302","90.5897"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.2094","97.4330","90.4644"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1553","97.4245","90.5100"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.1481","97.4188","90.4402"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.1852","97.4274","90.5285"
"2024:02","Label1_value1","Label2_value2","Label3_value3","97.2108","97.4573","90.4573"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.2436","97.4131","90.5299"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.1353","97.3105","90.4387"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.1467","97.4402","91.4573"
"2024:02","Label1_value1","Label2_value1","Label3_value3","97.1581","97.4259","91.0014"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.2208","97.2863","90.4373"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.2664","97.4217","90.4530"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.2707","97.3917","91.4288"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.1738","97.4444","90.5912"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1866","97.4046","90.5726"
"2024:02","Label1_value1","Label2_value1","Label3_value4","97.1524","97.4174","90.5100"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1396","97.4330","90.6040"
"2023:02","Label1_value3","Label2_value1","Label3_value2","97.1097","97.4017","90.5085"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.2023","97.3191","90.4473"
"2024:02","Label1_value3","Label2_value1","Label3_value1","97.1567","97.4444","90.4373"
"2024:02","Label1_value3","Label2_value2","Label3_value1","97.2080","97.4174","90.5028"
"2023:08","Label1_value2","Label2_value2","Label3_value2","97.1838","97.2721","91.0271"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.2735","97.4217","90.4587"
"2023:06","Label1_value2","Label2_value2","Label3_value1","97.1681","97.4046","90.4615"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.2678","97.4359","90.5228"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.1097","97.4060","90.9402"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1738","97.4231","90.5128"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.2422","97.3789","90.4459"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.2593","97.3248","90.4544"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.2279","97.4088","90.4430"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1097","97.4117","91.1339"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.1168","97.3860","90.8063"
"2023:02","Label1_value1","Label2_value2","Label3_value4","97.2322","97.4160","90.4601"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1225","97.3789","90.6838"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.2165","97.4103","90.4715"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.1154","97.4202","90.5100"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.2550","97.4131","90.5826"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.2963","97.3234","90.4430"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.1268","97.4060","90.7137"
"2024:02","Label1_value1","Label2_value2","Label3_value3","97.2436","97.3405","90.4644"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.2550","97.3917","90.6225"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9758","97.4031","91.0812"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.2293","97.4160","90.4573"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.2265","97.4074","90.5199"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.2407","97.3647","90.5484"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.2749","97.3889","90.5541"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.1809","97.4986","91.0983"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.2764","97.4530","90.5043"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.2023","97.4031","90.5342"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.2393","97.4330","90.5271"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.2393","97.4202","90.4615"
